ff f1 95 ff dc 00 37 f3 4e 00 fd 00 c6 fe fe 00 
eb 36 a6 ff ea 00 39 f0 31 00 6d 00 5b ff 8d 00 
ff 74 ea ff e6 00 3b ef d8 ff de ff f6 ff da 81 
ff ac 68 ff f0 00 47 ef c7 ff ea ff f7 ff da 81 
ff cd a2 ff f8 00 3f ef ce ff eb ff fb ff d9 81 
ff e1 87 ff e8 00 36 ef c5 ff ed ff fd ff db 81 
ff ed 29 ff e8 00 4c ef c3 ff f0 ff fd ff db 81 
ff f3 9c ff ee 00 40 ef dd ff f2 ff fc ff dc 81 
ff f7 c8 ff ed 00 43 ef e0 ff f0 ff fa ff da 81 
ff fa 4a ff f6 00 34 ef db ff f2 ff fa ff db 81 
ff fb a7 ff fc 00 43 ef d8 ff f2 ff f9 ff d9 81 
ff fc b4 ff f4 00 34 ef ce ff f2 ff fb ff d9 81 
ff fd 35 ff e6 00 3b ef d1 ff f2 ff fa ff d8 81 
ff fd 8a ff ef 00 3d ef d6 ff f1 ff f8 ff da 81 
ff fe 0c ff e5 00 39 ef c8 ff f3 ff fb ff d9 81 
ff fe 19 ff f3 00 3d ef d1 ff f3 ff fb ff d9 81 
ff fe 4a ff f5 00 39 ef db ff f3 ff fa ff d9 81 
ff fe 39 ff e7 00 40 ef da ff f1 ff f9 ff da 81 
ff fe 52 ff f7 00 40 ef da ff f2 ff fb ff da 81 
ff fe b2 ff eb 00 33 ef c4 ff f2 ff fc ff d9 81 
ff fe bd ff f2 00 45 ef cc ff f2 ff fb ff da 81 
00 02 3d ff ee 00 35 ef e2 ff f4 ff fa ff d9 81 
00 04 48 ff f4 00 42 ef ca ff f4 ff fa ff d9 81 
00 05 9f ff f3 00 3c ef e1 ff f3 ff fc ff da 81 
00 06 6e ff f4 00 46 ef df ff f4 ff fa ff d8 81 
00 07 27 ff f8 00 46 ef d8 ff f4 ff fa ff da 81 
00 07 45 ff fa 00 48 ef d2 ff f2 ff f9 ff da 81 
00 07 79 ff fb 00 43 ef d9 ff f2 ff fc ff d9 81 
00 07 aa ff ef 00 49 ef ca ff f2 ff fb ff da 81 
00 07 51 ff f4 00 47 ef d4 ff f2 ff f9 ff d9 81 
00 07 58 ff f1 00 36 ef e1 ff f3 ff f8 ff d9 81 
00 07 9f ff ef 00 44 ef ef ff f6 ff f9 ff da 81 
00 07 5c ff ed 00 3e ef d4 ff f2 ff f9 ff d9 81 
00 07 b0 ff f3 00 3e ef d2 ff f2 ff f9 ff d8 81 
00 07 b6 00 00 00 42 ef d5 ff f4 ff fb ff d9 81 
00 07 b0 ff f9 00 42 ef c6 ff f3 ff fb ff da 81 
00 07 5c ff e9 00 39 ef a8 ff c2 00 87 ff dc 81 
00 07 90 ff b6 00 23 f0 1e 00 26 ff ef ff d8 81 
00 07 aa ff 3e 01 a4 ef b0 00 78 ff d6 ff df 81 
00 07 bf ff f6 05 e0 ef da 00 5f ff a2 fd a6 81 
00 05 27 00 50 fb 14 f0 8b ff c5 00 60 fe 99 81 
00 05 59 00 b2 fd 18 f0 07 fe 14 00 4f 02 06 81 
00 05 2f 00 56 ff 9e ef 61 ff 6f ff 98 02 f3 81 
00 05 0d fe f4 ff ad ef 5c ff 22 ff e7 02 d7 81 
00 04 b6 00 0a fe b7 ee 91 ff 90 fe 30 03 69 81 
00 04 c7 00 b4 fe 09 ed e8 fc bf ff 35 03 28 81 
00 04 d0 00 d5 01 8e ec b4 fa 54 ff 78 01 98 81 
00 04 d4 ff fc 03 c8 ed 81 fc 8b 01 48 00 bc 81 
00 04 a5 00 2d 02 a6 ee b8 00 54 04 97 00 ee 81 
00 04 b4 ff ae 00 16 f1 76 03 34 05 3a 00 03 81 
00 04 5b ff 42 00 1a f4 86 02 1e 02 cf fd f8 81 
00 04 a3 00 9f 00 b6 f3 4e 01 4e 01 20 fd 37 81 
00 04 18 00 9c ff 46 f4 00 04 eb 01 94 fe fb 81 
00 04 74 01 12 fe 47 f3 95 08 cb ff 0d 00 7a 81 
00 04 5b ff 24 ff 66 fc 48 04 e1 fd a6 02 74 81 
00 04 8c 02 3a 01 f7 e1 c5 fe 19 f8 ac 02 20 81 
00 04 99 fb bd 03 98 e0 f1 fe bd 05 b8 ff cb 81 
00 04 a7 00 c8 00 81 f4 b8 fd c4 07 7e 01 c7 81 
00 04 ae 02 a1 ff 67 f3 80 fa f8 f8 bb 00 77 81 
00 04 bd fe 74 00 44 ea a1 ff 30 fa 38 fe be 81 
00 04 b2 00 ec 01 41 ef ae ff fe ff ce ff ac 81 
00 05 18 ff 6b ff 33 ee 5b 01 11 ff 10 ff bb 81 
00 04 94 00 50 00 8c ef b7 00 2b ff d6 ff d6 81 
00 04 6c ff e1 00 2b ef e3 ff d8 00 20 ff db 81 
00 04 6c ff db 00 2e ef ce ff fb ff fb ff d9 81 
00 04 6a 00 04 00 3c ef ea 00 03 00 01 ff da 81 
00 04 5f ff fc 00 41 ef e3 ff fd 00 06 ff d9 81 
00 04 16 ff f9 00 3a ef d3 ff f0 ff fc ff da 81 
00 04 88 ff f4 00 46 ef ca ff eb ff f9 ff d8 81 
00 04 50 ff f6 00 47 ef d7 ff ef ff f9 ff d8 81 
00 04 4c ff e1 00 3d ef d6 ff ed ff f3 ff d7 81 
00 04 14 ff ee 00 44 ef e2 ff ef ff f1 ff d8 81 
00 04 5f ff f0 00 3d ef d1 ff f5 ff f8 ff d9 81 
00 04 7d ff f1 00 45 ef dc ff f6 ff fe ff d9 81 
