ff f1 02 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
e9 93 a4 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
f3 74 c5 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
f8 f9 0e 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
fc 11 2f 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
fd cd 2d 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
fe c6 d3 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
ff 52 e3 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
ff a0 61 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
ff cc b7 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
ff e5 5f 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
ff f3 5a 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
ff fb 15 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
ff ff 99 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 01 d4 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 03 25 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 04 7d 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 04 3c 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 04 f8 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 05 57 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 04 dd 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 05 88 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 06 27 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 06 7b 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 06 b0 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 06 77 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 06 83 00 67 fa 5e 00 00 00 00 01 00 01 00 00 
00 06 83 22 66 00 00 00 00 10 00 71 25 00 00 00 
00 06 2d 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 14 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 bf 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 07 38 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 07 05 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 e9 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 49 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 5c 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 56 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 51 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 54 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 06 ee 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 16 9a 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 1c cd 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 21 53 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 22 ac 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 23 61 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 14 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 90 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 24 ff 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 d4 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 61 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 c5 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 fd 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 14 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 29 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 8e 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 ff 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 e3 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 f0 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 90 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 55 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 90 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 86 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 ae 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 16 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 9d 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 77 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 d0 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 45 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 01 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 df 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 54 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 ee 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 03 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 70 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 21 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 49 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 ee 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 e1 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 3a 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 30 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 c3 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 75 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 cc 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 5f 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 23 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 f0 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 df 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 ec 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 ff 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 f0 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 b2 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 3e 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 f6 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 24 fa 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 8e 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 2d 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 f4 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 dd 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 77 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 3e 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 12 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 1f 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 b4 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 0b 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 75 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 e7 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 99 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 f8 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 43 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 34 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 ec 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 aa 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 97 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 03 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 26 75 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 c7 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 5d 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 0e 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 88 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 3e 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 a1 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
00 25 a1 00 00 fa 44 00 00 6f 25 00 00 00 00 00 
